surface,tab,group,label,stable_command_id,aliases,visible,implementation_status,availability_reason,required_document_or_selection,controller,engine_operation,input_dialog_or_preset,output_or_state_change,undo_contract,dependency,source_location,test_or_repro,implementation_commit,review_status,evidence_path
menu-bar,Document,Document,Rotate Counter-Clockwise,rotL,rotate-ccw,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Document,Document,Crop Pages...,crop,crop,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Document,Document,Resize Pages...,resize,resize,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Document,Document,Page Numbers...,addPageNumbers,page-numbers,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Document,Document,Headers & Footers...,addHeader,headers-footers,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Tools,Tools,OCR Document (checkable),ocr,ocr,true,implemented+available,Local handler in MenuBar lambda,command-dependent (see matching ribbon row),Local dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Tools,Tools,Redaction Mode (checkable),markRedact,redact,true,implemented+available,Local handler in MenuBar lambda,command-dependent (see matching ribbon row),Local dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Tools,Tools,Compare Documents...,compare,compare,true,implemented+available,Local handler in MenuBar lambda,command-dependent (see matching ribbon row),Local dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Tools,Tools,Compress Document...,compress,compress,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Tools,Tools,Watermark...,watermark,watermark,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Tools,Tools,Set Expiry Date...,expiryDate,expiry-date,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Tools,Tools,Measure Distance,distance,measure-dist,true (disabled),implemented+missing-context,Menu renders disabled with 'Planned for a future release' tooltip (MenuBar.cpp:181-185) - ribbon/menu wire target traced in this matrix,command-dependent (see matching ribbon row),Disabled dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Tools,Tools,Measure Area,area,measure-area,true (disabled),implemented+missing-context,Menu renders disabled with 'Planned for a future release' tooltip (MenuBar.cpp:181-185) - ribbon/menu wire target traced in this matrix,command-dependent (see matching ribbon row),Disabled dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Comments,Comments,Highlight,highlight,highlight,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Comments,Comments,Underline,underline,underline,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Comments,Comments,Strikeout,strikeout,strike,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Comments,Comments,Squiggly,squiggly,squiggly,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Comments,Comments,Sticky Note,note,note,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Comments,Comments,Text Box,textbox,textbox,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Comments,Comments,Callout,callout,callout,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Comments,Comments,Stamps > Approved,stamp-approved,stamp-approved,true,implemented+available,Local handler in MenuBar lambda,command-dependent (see matching ribbon row),UNCONNECTED dispatch,see matching stable_command_id row,see matching row,see matching rowFINDING: added via QMenu::addAction with no connect - a silent no-op NOT covered by actionSpecs/TestMenuBarIntegrity,see matching row,see matching row,src/shell/MenuBar.cpp:363-367,TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Comments,Comments,Stamps > Draft,stamp-draft,stamp-draft,true,implemented+available,Local handler in MenuBar lambda,command-dependent (see matching ribbon row),UNCONNECTED dispatch,see matching stable_command_id row,see matching row,see matching rowFINDING: unconnected silent no-op (MenuBar.cpp:364),see matching row,see matching row,src/shell/MenuBar.cpp:363-367,TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Comments,Comments,Stamps > Confidential,stamp-confidential,stamp-confidential,true,implemented+available,Local handler in MenuBar lambda,command-dependent (see matching ribbon row),UNCONNECTED dispatch,see matching stable_command_id row,see matching row,see matching rowFINDING: unconnected silent no-op (MenuBar.cpp:365),see matching row,see matching row,src/shell/MenuBar.cpp:363-367,TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Comments,Comments,Stamps > Custom Stamp...,customStamp,custom-stamp,true (disabled),implemented+missing-context,Menu renders disabled with 'Planned for a future release' tooltip (MenuBar.cpp:181-185) - ribbon/menu wire target traced in this matrix,command-dependent (see matching ribbon row),Disabled dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Comments,Comments,Drawing Tools > Pencil,pencil,pencil,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Comments,Comments,Drawing Tools > Line,line,line,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Comments,Comments,Drawing Tools > Arrow,arrow,arrow,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Comments,Comments,Drawing Tools > Rectangle,rect,rect,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Comments,Comments,Drawing Tools > Oval,oval,oval,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Comments,Comments,Drawing Tools > Polyline,poly,polyline,true (disabled),implemented+missing-context,Menu renders disabled with 'Planned for a future release' tooltip (MenuBar.cpp:181-185) - ribbon/menu wire target traced in this matrix,command-dependent (see matching ribbon row),Disabled dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Comments,Comments,Show/Hide Comments Panel,comments,toggle-comments,true (disabled),implemented+missing-context,Menu renders disabled with 'Planned for a future release' tooltip (MenuBar.cpp:181-185) - ribbon/menu wire target traced in this matrix,command-dependent (see matching ribbon row),Disabled dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Forms,Forms,Add Text Field,textField,text-field,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Forms,Forms,Add Checkbox,checkbox,checkbox,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Forms,Forms,Add Radio Button,radio,radio,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Forms,Forms,Add Dropdown,dropdown,dropdown,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Forms,Forms,Add Date Field,dateField,date-field,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Forms,Forms,Add Number Field,numField,num-field,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Forms,Forms,Add Calculated Field,calcField,calc-field,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Forms,Forms,Add Signature Field,sigField,signature-field,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Forms,Forms,Add Button,button,button,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Forms,Forms,Auto-Detect Fields,autoDetect,autodetect,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Forms,Forms,Tab Order,tabs,tab-order,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Forms,Forms,Import Data...,importData,import-data,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Forms,Forms,Export Data...,exportData,export-data,true,implemented+available,Registry dispatch via MainWindow::onToolActivated (ToolId alias-aware),command-dependent (see matching ribbon row),Registry dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Window,Window,Minimize,minimize,minimize,true,implemented+available,Local handler in MenuBar lambda,command-dependent (see matching ribbon row),Local dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Window,Window,Maximize,maximize,maximize,true,implemented+available,Local handler in MenuBar lambda,command-dependent (see matching ribbon row),Local dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Window,Window,Tile Windows,tile,tile,true (disabled),planned-unimplemented,Menu renders disabled with 'Planned for a future release' tooltip (MenuBar.cpp:181-185),command-dependent (see matching ribbon row),Disabled dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Window,Window,Active Document label,active-doc,active-doc,true (disabled),planned-unimplemented,Menu renders disabled with 'Planned for a future release' tooltip (MenuBar.cpp:181-185),command-dependent (see matching ribbon row),Disabled dispatch,see matching stable_command_id row,see matching row,"see matching rowInformational label only, never clickable (MenuBar.cpp:411-419)",see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Help,Help,Keyboard Shortcuts (Ctrl+/),shortcuts,shortcuts,true,implemented+available,Local handler in MenuBar lambda,command-dependent (see matching ribbon row),Local dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Help,Help,Documentation,guide,guide,true,implemented+available,Local handler in MenuBar lambda,command-dependent (see matching ribbon row),Local dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Help,Help,Check for Updates...,updates,updates,true (disabled),planned-unimplemented,Menu renders disabled with 'Planned for a future release' tooltip (MenuBar.cpp:181-185),command-dependent (see matching ribbon row),Disabled dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
menu-bar,Help,Help,About Glyph PDF,about,about,true,implemented+available,Local handler in MenuBar lambda,command-dependent (see matching ribbon row),Local dispatch,see matching stable_command_id row,see matching row,see matching row,see matching row,see matching row,"src/shell/MenuBar.cpp:26-136 (actionSpecs), constructor 252-430",TestMenuBarIntegrity enumerates actionSpecs to prove no silent no-ops,,traced-2026-09-09,src/shell/MenuBar.cpp
shortcut,Keyboard,QShortcut/QAction shortcuts,Ctrl+O,open,QKeySequence::Open (menu Open),true,implemented+available,Always,Always,see matching command row,see matching row,None,File-open dialog,see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
shortcut,Keyboard,QShortcut/QAction shortcuts,QKeySequence::Close,close,menu Close (Windows binding per Qt),true,implemented+available,Document open,Document open,see matching command row,see matching row,None,Closes document/window,see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
shortcut,Keyboard,QShortcut/QAction shortcuts,Ctrl+S,save,QKeySequence::Save (menu Save),true,implemented+available,Open a PDF,Open a PDF,see matching command row,see matching row,None,Checked save (close path treats Failed as stay-open),see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
shortcut,Keyboard,QShortcut/QAction shortcuts,QKeySequence::SaveAs,saveAs,menu Save As,true,implemented+available,Open a PDF,Open a PDF,see matching command row,see matching row,None,Save-as dialog,see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
shortcut,Keyboard,QShortcut/QAction shortcuts,Ctrl+P,print,QKeySequence::Print (menu Print),true,implemented+available,Open a PDF,Open a PDF,see matching command row,see matching row,None,Print dialog,see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
shortcut,Keyboard,QShortcut/QAction shortcuts,Ctrl+Z,undo,QKeySequence::Undo,true,implemented+available,Undoable command exists,Undoable command exists,see matching command row,see matching row,None,Undo,see matching row,None,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52,UI02 acceptance: ribbon/menu/shortcut paths must agree on enablement,,traced-2026-09-09,src/GpMainWindow.cpp:405-474; src/shell/Ribbon.cpp:89-93; src/shell/MenuBar.cpp (QKeySequence assignments); src/modes/OCRMode.cpp:280-283; src/modes/FormBuilderMode.cpp:51-52
